frame,active,onscreen,max_dst_px_line,max_src_px_line,sum_dst_px,max_sprites_line
894,124,8,856,128,191744,8
900,124,8,856,128,191744,8
906,124,8,856,128,191744,8
912,124,8,856,128,191744,8
918,124,8,856,128,191744,8
924,124,8,856,128,191744,8
930,124,8,856,128,191744,8
936,124,8,856,128,191744,8
942,124,8,856,128,191744,8
948,124,8,856,128,191744,8
954,124,8,856,128,191744,8
960,124,8,856,128,191744,8
966,124,8,856,128,191744,8
972,124,8,856,128,191744,8
978,124,8,856,128,191744,8
984,124,8,856,128,191744,8
990,124,8,856,128,191744,8
996,124,8,856,128,191744,8
1002,124,8,856,128,191744,8
1008,124,8,856,128,191744,8
1014,124,8,856,128,191744,8
1020,124,8,856,128,191744,8
1026,124,8,856,128,191744,8
1032,124,8,856,128,191744,8
1038,124,8,856,128,191744,8
1044,124,8,856,128,191744,8
1050,124,8,856,128,191744,8
1056,124,8,856,128,191744,8
1062,124,8,856,128,191744,8
1068,124,8,856,128,191744,8
1074,124,8,856,128,191744,8
1080,124,8,856,128,191744,8
1086,124,8,856,128,191744,8
1092,124,8,856,128,191744,8
1098,124,8,856,128,191744,8
1104,124,8,856,128,191744,8
1110,124,8,856,128,191744,8
1116,124,8,856,128,191744,8
1122,124,8,856,128,191744,8
1128,124,8,856,128,191744,8
1134,124,8,856,128,191744,8
1140,124,8,856,128,191744,8
1146,124,8,856,128,191744,8
1152,124,8,856,128,191744,8
1158,124,8,856,128,191744,8
1164,124,8,856,128,191744,8
1170,124,8,856,128,191744,8
1176,124,8,856,128,191744,8
1182,124,8,856,128,191744,8
1188,124,8,856,128,191744,8
1194,124,8,856,128,191744,8
1200,124,8,856,128,191744,8
1206,124,8,856,128,191744,8
1212,124,8,856,128,191744,8
1218,124,8,856,128,191744,8
1224,124,8,856,128,191744,8
1230,124,8,856,128,191744,8
1236,124,8,856,128,191744,8
1242,124,8,856,128,191744,8
1248,124,8,856,128,191744,8
1254,124,8,856,128,191744,8
1260,124,8,856,128,191744,8
1266,124,8,856,128,191744,8
1272,124,8,856,128,191744,8
1278,124,8,856,128,191744,8
1284,124,8,856,128,191744,8
1290,62,4,428,64,95872,4
1296,0,0,0,0,0,0
1302,113,50,934,934,142042,18
1308,113,50,934,934,142042,18
1314,113,50,934,934,142042,18
1320,113,50,934,934,142042,18
1326,0,0,0,0,0,0
1332,5,4,128,128,10432,2
1338,5,4,128,128,10432,2
1344,5,4,128,128,10432,2
1350,5,4,128,128,10432,2
1356,5,4,128,128,10432,2
1362,5,4,128,128,10432,2
1368,5,4,128,128,10432,2
1374,5,4,128,128,10432,2
1380,5,4,128,128,10432,2
1386,0,0,0,0,0,0
1392,5,4,128,128,10432,2
1398,5,4,128,128,10432,2
1404,5,4,128,128,10432,2
1410,5,4,128,128,10432,2
1416,5,4,128,128,10432,2
1422,5,4,128,128,10432,2
1428,5,4,128,128,10432,2
1434,5,4,128,128,10432,2
1440,5,4,128,128,10432,2
1446,5,4,128,128,10432,2
1452,5,4,128,128,10432,2
1458,5,4,128,128,10432,2
1464,5,4,128,128,10432,2
1470,5,4,128,128,10432,2
1476,5,4,128,128,10432,2
1482,5,4,128,128,10432,2
1488,5,4,128,128,10432,2
1494,5,4,128,128,10432,2
1500,5,4,128,128,10432,2
1506,5,4,128,128,10432,2
1512,5,4,128,128,10432,2
1518,5,4,128,128,10432,2
1524,5,4,128,128,10432,2
1530,5,4,128,128,10432,2
1536,5,4,128,128,10432,2
1542,5,4,128,128,10432,2
1548,5,4,128,128,10432,2
1554,5,4,128,128,10432,2
1560,5,4,128,128,10432,2
1566,0,0,0,0,0,0
1572,0,0,0,0,0,0
1578,0,0,0,0,0,0
1584,0,0,0,0,0,0
1590,0,0,0,0,0,0
1596,0,0,0,0,0,0
1602,0,0,0,0,0,0
1608,0,0,0,0,0,0
1614,0,0,0,0,0,0
1620,0,0,0,0,0,0
1626,8,8,582,192,58006,6
1632,8,8,582,192,58006,6
1638,8,8,582,192,58006,6
1644,8,8,582,192,58006,6
1650,8,8,582,192,58006,6
1656,8,8,582,192,58006,6
1662,8,8,582,192,58006,6
1668,8,8,582,192,58006,6
1674,8,8,582,192,58006,6
1680,8,8,582,192,58006,6
1686,8,8,582,192,58006,6
1692,8,8,582,192,58006,6
1698,8,8,582,192,58006,6
1704,8,8,582,192,58006,6
1710,8,8,582,192,58006,6
1716,8,8,582,192,58006,6
1722,8,8,582,192,58006,6
1728,38,38,1768,1252,249709,18
1734,38,38,1930,1285,271999,19
1740,38,37,2110,1378,323569,20
1746,35,34,1321,1106,187121,17
1752,35,33,1459,1120,218889,17
1758,31,29,1086,919,143949,15
1764,31,29,1059,940,151179,15
1770,28,28,889,781,140323,14
1776,28,27,855,729,140027,13
1782,27,27,884,713,147280,13
1788,27,26,813,659,134330,13
1794,26,25,789,687,124323,12
1800,25,24,708,654,79153,11
1806,25,24,672,612,70655,11
1812,36,32,1019,743,119499,14
1818,36,31,866,698,92278,13
1824,34,28,912,750,90675,13
1830,34,27,836,676,95338,12
1836,30,25,614,583,70514,9
1842,30,25,664,606,80306,9
1848,28,26,690,612,89411,9
1854,28,26,710,584,87401,10
1860,28,24,794,579,102403,9
1866,24,24,911,583,125044,9
1872,24,24,1052,616,149289,7
1878,24,24,1086,622,170518,7
1884,24,23,954,576,159272,7
1890,21,18,243,186,25122,3
1896,21,17,279,192,25126,3
1902,19,16,325,192,23317,3
1908,19,15,152,118,15271,4
1914,19,14,137,95,11194,4
1920,13,13,105,105,4804,4
1926,13,12,96,96,5688,3
1932,13,12,112,112,7756,3
1938,13,11,132,128,9851,3
1944,13,11,148,128,12479,3
1950,17,11,191,160,12958,4
1956,17,11,191,160,13319,4
1962,17,11,191,160,12958,4
1968,17,13,210,179,16226,5
1974,21,15,255,230,25524,5
1980,21,15,350,256,36500,5
1986,23,17,486,322,48044,7
1992,23,17,624,368,60413,7
1998,23,18,822,410,75484,8
2004,25,18,922,432,83445,8
2010,25,20,1033,488,96954,9
2016,25,21,981,496,106165,9
2022,25,21,773,496,99322,9
2028,25,21,537,320,84591,9
2034,25,15,488,288,75763,6
2040,25,15,458,288,69374,6
2046,25,15,346,245,50312,6
2052,23,14,258,224,29774,5
2058,23,13,201,170,14708,5
2064,23,11,191,160,13319,4
2070,21,11,191,160,12958,4
2076,17,11,191,160,13319,4
2082,15,11,191,160,12958,4
2088,15,11,191,160,13319,4
2094,13,11,191,160,12958,4
2100,13,11,191,160,13319,4
2106,13,11,191,160,12958,4
2112,13,11,191,160,13319,4
2118,13,11,191,160,12958,4
2124,13,11,191,160,13319,4
2130,13,11,191,160,12958,4
2136,13,11,191,160,13319,4
2142,13,11,191,160,12958,4
2148,13,11,191,160,13319,4
2154,13,11,191,160,12958,4
2160,13,11,191,160,13319,4
2166,13,11,191,160,12958,4
2172,13,11,191,160,13319,4
2178,13,11,191,160,12958,4
2184,13,11,191,160,13319,4
2190,13,11,191,160,12958,4
2196,13,11,191,160,13319,4
2202,13,11,191,160,12958,4
2208,13,11,191,160,13319,4
2214,13,11,191,160,12958,4
2220,13,11,191,160,13319,4
2226,13,11,191,160,13319,4
2232,13,12,191,160,13319,5
2238,13,11,191,160,13319,4
2244,13,11,191,160,13319,4
2250,13,11,191,160,13319,4
2256,13,11,191,160,13319,4
2262,13,11,191,160,13319,4
2268,13,12,191,160,13319,5
2274,13,11,191,160,13319,4
2280,13,11,191,160,13319,4
2286,13,11,191,160,13319,4
2292,13,11,191,160,13319,4
2298,13,12,191,160,13319,5
2304,13,12,191,160,13319,5
2310,13,11,191,160,13319,4
2316,13,11,191,160,13319,4
2322,13,11,191,160,13319,4
2328,13,11,191,160,12958,4
2334,13,11,191,160,13319,4
2340,13,11,191,160,12635,4
2346,13,10,159,147,10048,4
2352,13,10,130,118,7664,4
2358,13,7,100,88,4248,3
2364,13,4,68,62,2584,3
2370,13,3,31,31,1178,2
2376,13,1,7,7,266,1
2382,13,0,0,0,0,0
2388,13,0,0,0,0,0
2394,13,0,0,0,0,0
2400,13,0,0,0,0,0
2406,13,0,0,0,0,0
2412,13,0,0,0,0,0
2418,13,0,0,0,0,0
2424,13,0,0,0,0,0
2430,13,0,0,0,0,0
2436,13,0,0,0,0,0
2442,13,0,0,0,0,0
2448,0,0,0,0,0,0
2454,0,0,0,0,0,0
2460,0,0,0,0,0,0
2466,0,0,0,0,0,0
2472,0,0,0,0,0,0
2478,0,0,0,0,0,0
2484,0,0,0,0,0,0
2490,0,0,0,0,0,0
2496,0,0,0,0,0,0
2502,0,0,0,0,0,0
2508,0,0,0,0,0,0
2514,0,0,0,0,0,0
2520,0,0,0,0,0,0
2526,0,0,0,0,0,0
2532,0,0,0,0,0,0
2538,0,0,0,0,0,0
2544,0,0,0,0,0,0
2550,0,0,0,0,0,0
2556,52,10,144,144,10496,3
2562,53,10,144,144,10496,3
2568,53,10,144,144,10496,3
2574,53,10,144,144,10496,3
2580,53,10,144,144,10496,3
2586,53,11,85,85,8814,3
2592,53,11,171,171,11954,4
2598,53,11,176,176,12224,4
2604,53,11,176,176,12224,4
2610,53,11,112,112,10272,3
2616,53,11,128,128,9664,4
2622,53,11,128,128,9664,4
2628,53,11,128,128,9664,4
2634,53,11,128,128,9664,4
2640,53,11,128,128,9664,4
2646,53,11,128,128,9664,4
2652,53,11,128,128,9664,4
2658,53,11,128,128,9664,4
2664,53,11,128,128,9664,4
2670,53,11,128,128,9664,4
2676,63,14,128,128,9824,4
2682,63,15,128,128,11840,4
2688,69,23,146,146,14736,7
2694,69,23,146,146,14736,7
2700,69,23,146,146,14736,7
2706,69,23,146,146,14736,7
2712,73,27,180,180,16208,8
2718,79,29,196,196,16528,9
2724,81,30,212,212,16816,10
2730,81,30,212,212,16832,10
2736,78,26,164,164,15840,7
2742,79,29,356,356,24080,11
2748,82,32,340,340,23824,10
2754,85,35,388,388,25616,13
2760,86,37,308,308,25104,13
2766,88,40,276,276,26128,14
2772,83,34,374,374,26672,11
2778,84,35,298,298,25888,11
2784,87,36,282,282,26304,11
2790,87,35,346,346,24896,12
2796,88,36,240,240,23120,11
2802,85,32,256,256,22800,8
2808,81,31,298,298,23328,11
2814,85,35,240,240,22768,10
2820,88,34,240,240,23216,10
2826,88,34,240,240,22976,11
2832,87,33,298,298,23776,11
2838,82,29,330,330,24672,9
2844,80,31,314,314,23456,11
2850,85,35,330,330,24480,12
2856,85,36,346,346,24736,13
2862,88,39,330,330,24480,13
2868,86,38,282,282,24864,12
2874,81,33,304,304,25216,10
2880,87,38,256,256,25280,10
2886,86,36,256,256,25136,10
2892,88,35,272,272,24704,11
2898,87,35,256,256,25344,11
2904,82,31,320,320,24496,11
2910,83,33,288,288,24192,11
2916,87,33,352,352,25216,13
2922,88,34,336,336,25472,12
2928,88,34,384,384,27008,11
2934,84,30,368,368,27008,9
2940,78,29,354,354,27040,10
2946,82,33,370,370,27040,12
2952,84,35,402,402,28576,12
2958,86,38,402,402,29344,14
2964,88,39,402,402,29600,15
2970,83,34,370,370,28320,11
2976,84,35,294,294,26176,11
2982,87,37,294,294,26864,11
2988,87,37,374,374,26752,13
2994,88,37,262,262,25872,11
3000,85,34,278,278,25904,9
3006,81,32,342,342,25632,11
3012,85,35,342,342,25328,12
3018,88,35,342,342,26288,12
3024,88,37,342,342,26704,12
3030,87,34,326,326,26096,11
3036,81,29,359,359,26992,10
3042,79,31,330,330,25984,10
3048,84,35,362,362,27008,13
3054,84,36,378,378,27264,14
3060,88,39,378,378,27008,14
3066,86,37,362,362,27520,12
3072,80,32,314,314,26240,11
3078,85,37,298,298,26592,14
3084,84,36,346,346,27264,12
3090,88,39,362,362,27008,13
3096,88,40,362,362,28288,13
3102,83,35,378,378,27008,14
3108,84,36,458,458,29824,16
3114,86,36,410,410,29280,13
3120,87,38,410,410,29632,13
3126,88,37,394,394,28544,11
3132,84,33,394,394,28464,10
3138,78,30,318,318,26384,9
3144,82,33,382,382,28288,11
3150,84,36,398,398,30080,12
3156,88,39,414,414,29824,13
3162,88,40,350,350,29152,12
3168,83,35,382,382,27264,14
3174,84,35,350,350,26240,12
3180,86,37,334,334,27488,11
3186,88,40,382,382,27824,12
3192,88,40,318,318,26912,10
3198,85,36,334,334,26784,11
3204,80,32,352,352,26352,12
3210,84,35,368,368,26032,13
3216,88,39,368,368,27648,13
3222,88,40,352,352,27920,12
3228,87,38,336,336,27264,10
3234,81,34,400,400,27808,11
3240,79,33,336,336,26528,11
3246,84,38,352,352,27808,12
3252,85,39,400,400,28064,12
3258,88,42,320,320,28224,12
3264,86,40,352,352,28320,13
3270,81,35,368,368,27040,12
3276,86,40,320,320,27584,11
3282,87,41,336,336,28304,11
3288,88,42,352,352,27312,11
3294,87,41,416,416,30720,11
3300,82,36,432,432,32240,11
3306,82,36,384,384,28800,11
3312,87,41,400,400,30960,11
3318,88,42,400,400,31280,13
3324,88,42,336,336,28224,11
3330,84,38,416,416,30064,11
3336,78,32,384,384,29056,10
3342,82,36,320,320,27872,11
3348,84,38,336,336,28096,10
3354,88,42,352,352,28064,12
3360,88,42,336,336,29120,13
3366,83,37,336,336,27840,14
3372,84,38,336,336,27040,13
3378,86,40,352,352,28608,11
3384,88,42,368,368,29120,14
3390,88,42,368,368,28800,12
3396,85,39,368,368,28304,11
3402,80,34,336,336,27136,11
3408,84,38,368,368,27968,12
3414,88,42,368,368,29184,11
3420,88,42,384,384,29184,13
3426,87,41,368,368,28928,12
3432,81,35,400,400,29168,11
3438,79,33,352,352,26880,11
3444,84,38,400,400,28160,14
3450,85,39,448,448,28416,15
3456,88,42,352,352,29184,14
3462,86,40,384,384,28672,14
3468,81,35,400,400,27392,14
3474,86,40,352,352,28672,13
3480,87,41,400,400,31488,12
3486,88,42,400,400,30720,12
3492,87,41,416,416,31488,12
3498,82,36,448,448,32000,12
3504,80,34,384,384,29696,12
3510,85,39,416,416,30976,14
3516,85,39,400,400,30976,14
3522,88,42,432,432,30720,15
3528,86,40,416,416,29280,14
3534,80,34,368,368,27136,12
3540,85,39,368,368,27392,13
3546,84,38,416,416,28160,15
3552,86,40,432,432,28672,16
3558,88,42,384,384,29184,13
3564,83,37,464,464,30976,14
3570,84,38,367,367,27056,12
3576,87,41,367,367,28848,12
3582,87,41,431,431,28848,14
3588,88,42,352,352,29104,12
3594,85,39,383,383,28336,12
3600,80,34,367,367,27056,13
3606,83,37,383,383,26800,12
3612,85,39,415,415,28336,13
3618,86,40,399,399,28592,14
3624,88,42,415,415,29104,13
3630,83,37,463,463,29616,14
3636,82,36,383,383,27568,12
3642,86,40,415,415,28592,13
3648,84,38,399,399,28080,14
3654,88,42,415,415,28080,14
3660,86,40,399,399,31152,14
3666,81,35,409,409,29392,12
3672,87,41,393,393,30928,13
3678,86,40,393,393,30672,13
3684,88,42,409,409,30160,14
3690,87,41,409,409,28976,14
3696,82,36,441,441,31440,13
3702,81,35,345,345,29392,12
3708,85,39,393,393,30416,14
3714,85,39,393,393,28464,15
3720,88,42,393,393,27600,14
3726,86,40,393,393,28112,13
3732,81,35,371,371,26352,11
3738,87,41,371,371,27888,12
3744,86,40,371,371,27632,12
3750,88,42,387,387,27120,13
3756,87,41,387,387,27888,12
3762,82,36,339,339,26608,11
3768,83,37,371,371,25840,12
3774,87,41,387,387,27888,12
3780,88,42,371,371,28144,12
3786,88,42,387,387,27120,13
3792,85,39,387,387,27376,13
3798,79,33,371,371,25840,12
3804,83,37,371,371,25840,12
3810,85,39,387,387,27376,13
3816,86,40,371,371,27632,14
3822,88,42,387,387,28144,13
3828,83,37,417,417,29776,13
3834,84,38,365,365,25616,12
3840,87,41,365,365,27408,12
3846,87,41,365,365,29968,13
3852,88,42,381,381,30224,13
3858,85,39,381,381,29456,12
3864,81,35,365,365,28432,11
3870,85,39,381,381,29456,13
3876,88,42,381,381,28272,12
3882,88,42,381,381,29200,13
3888,87,41,397,397,29968,13
3894,82,36,365,365,26736,12
3900,80,34,333,333,25616,11
3906,85,39,365,365,26896,13
3912,85,39,365,365,26896,13
3918,88,42,381,381,26640,14
3924,86,40,381,381,27152,13
3930,81,35,357,357,25360,11
3936,87,41,375,375,26896,13
3942,86,40,375,375,26640,12
3948,88,42,375,375,26128,13
3954,87,41,375,375,26896,12
3960,82,36,325,325,25616,11
3966,83,37,357,357,24848,12
3972,87,41,359,359,26896,12
3978,88,42,357,357,27152,13
3984,88,42,359,359,27152,13
3990,85,39,375,375,26384,12
3996,80,34,349,349,24720,11
4002,85,39,355,355,24976,14
4008,88,42,365,365,26768,13
4014,88,42,333,333,26768,12
4020,87,41,365,365,26512,13
4026,81,35,349,349,24976,12
4032,79,33,349,349,26000,12
4038,84,38,355,355,28304,13
4044,85,39,381,381,28560,13
4050,88,42,355,355,29328,13
4056,86,40,355,355,28816,13
4062,81,35,349,349,27536,13
4068,86,40,371,371,28816,13
4074,87,41,371,371,29072,12
4080,88,42,339,339,27376,13
4086,87,41,371,371,26512,13
4092,82,36,411,411,26928,13
4098,80,31,309,309,24336,10
4104,85,36,341,341,25616,12
4110,85,36,351,351,25616,13
4116,88,39,351,351,25360,12
4122,86,37,341,341,25872,11
4128,80,31,341,341,24336,11
4134,85,36,309,309,24592,11
4140,84,35,341,341,25360,11
4146,88,39,341,341,25360,12
4152,88,39,341,341,26384,12
4158,83,34,351,351,25104,13
4164,84,35,341,341,24336,11
4170,86,37,367,367,25872,11
4176,87,38,357,357,26128,12
4182,88,39,325,325,25360,13
4188,84,35,373,373,25360,13
4194,78,29,341,341,23824,11
4200,82,33,309,309,23824,10
4206,84,35,351,351,25360,12
4212,86,37,351,351,28432,13
4218,88,39,351,351,28944,12
4224,83,34,341,341,27664,11
4230,82,33,309,309,27408,11
4236,86,37,341,341,28432,12
4242,84,35,351,351,25968,13
4248,88,39,341,341,28944,12
4254,86,37,341,341,28432,11
4260,81,31,329,329,26576,9
4266,87,37,345,345,26160,11
4272,86,36,345,345,25296,12
4278,88,38,313,313,25808,11
4284,87,37,345,345,25552,12
4290,81,31,329,329,24016,11
4296,80,30,297,297,23760,9
4302,84,34,329,329,24784,11
4308,84,34,329,329,24784,12
4314,88,38,329,329,25808,12
4320,86,36,329,329,25296,11
4326,81,31,329,329,24016,9
4332,87,37,361,361,25552,12
4338,86,36,361,361,25296,11
4344,88,38,361,361,24784,12
4350,87,37,361,361,25552,11
4356,82,32,343,343,27184,11
4362,83,33,323,323,23024,10
4368,87,37,339,339,25072,12
4374,88,38,339,339,25328,13
4380,88,38,307,307,24304,13
4386,84,34,355,355,24304,13
4392,78,28,323,323,22768,10
4398,82,32,291,291,25328,9
4404,84,34,323,323,26864,11
4410,86,36,323,323,26352,10
4416,88,38,323,323,27888,12
4422,83,33,323,323,26608,11
4428,84,34,323,323,23888,10
4434,87,37,355,355,27632,11
4440,87,37,339,339,27632,12
4446,88,38,355,355,25936,12
4452,85,35,355,355,24560,11
4458,81,31,317,317,23056,10
4464,85,35,349,349,24080,12
4470,88,38,349,349,24848,12
4476,88,38,317,317,24848,12
4482,87,37,349,349,24592,13
4488,82,32,317,317,23312,12
4494,80,30,285,285,22800,9
4500,85,35,317,317,24080,12
4506,85,35,333,333,24080,13
4512,88,38,317,317,24848,12
4518,86,36,317,317,24336,11
4524,81,31,311,311,22576,9
4530,87,37,327,327,24112,11
4536,86,36,327,327,23856,10
4542,88,38,327,327,23344,12
4548,87,37,343,343,24112,11
4554,82,32,279,279,22832,11
4560,83,33,311,311,22064,10
4566,87,37,343,343,24112,12
4572,88,38,311,311,24368,12
4578,88,38,343,343,24368,13
4584,85,35,343,343,26160,13
4590,79,29,311,311,24624,10
4596,83,33,279,279,24624,9
4602,85,35,327,327,26160,12
4608,86,36,327,327,26416,13
4614,88,38,311,311,26928,12
4620,83,33,357,357,28560,11
4626,84,34,305,305,24400,10
4632,87,37,321,321,24240,10
4638,87,37,321,321,23632,12
4644,88,38,321,321,23888,12
4650,85,35,337,337,23120,11
4656,81,31,305,305,22096,10
4662,85,35,305,305,22096,12
4668,88,38,321,321,23888,13
4674,88,38,289,289,23888,12
4680,87,37,321,321,23632,13
4686,81,31,305,305,22096,12
4692,79,29,273,273,21584,9
4698,84,34,305,305,22864,11
4704,84,34,305,305,22864,12
4710,88,38,321,321,22864,12
4716,86,36,305,305,23376,11
4722,81,28,304,304,22016,8
4728,87,34,336,336,23552,11
4734,86,33,336,336,23296,10
4740,88,35,336,336,22784,12
4746,87,34,336,336,23552,11
4752,82,29,272,272,22272,10
4758,83,30,336,336,22528,13
4764,87,34,320,320,26112,13
4770,88,35,320,320,26368,13
4776,88,35,320,320,25344,13
4782,84,31,336,336,25344,13
4788,78,25,304,304,23808,9
4794,82,29,272,272,21856,8
4800,84,31,304,304,25344,10
4806,86,33,304,304,25856,11
4812,88,35,304,304,26368,11
4818,83,30,304,304,23136,9
4824,82,29,272,272,22272,10
4830,86,33,304,304,23296,10
4836,85,32,336,336,23040,11
4842,88,35,304,304,23808,11
4848,86,33,304,304,23296,11
4854,80,27,304,304,21760,11
4860,84,31,288,288,21760,9
4866,84,31,320,320,22784,11
4872,86,33,320,320,23296,12
4878,88,35,320,320,23808,11
4884,83,30,304,304,22528,10
4890,82,29,272,272,22272,10
4896,86,33,304,304,23296,10
4902,85,32,352,352,23040,12
4908,88,35,304,304,23808,11
4914,86,33,304,304,23296,11
4920,81,28,320,320,22016,10
4926,86,33,320,320,23296,10
4932,87,34,320,320,23552,11
4938,88,35,320,320,22784,13
4944,87,34,336,336,23552,12
4950,82,29,304,304,24832,12
4956,80,27,272,272,24320,8
4962,85,32,304,304,25600,10
4968,85,32,304,304,25600,11
4974,88,35,320,320,25344,11
4980,86,33,304,304,23904,10
4986,80,27,304,304,24320,9
4992,85,32,304,304,25600,11
4998,84,31,304,304,23392,10
5004,88,35,304,304,22784,11
5010,88,35,304,304,23808,11
5016,83,30,320,320,22528,12
5022,84,31,304,304,21760,11
5028,86,33,320,320,23296,11
5034,88,35,320,320,23808,12
5040,88,35,320,320,23808,13
5046,85,32,336,336,23040,12
5052,80,27,304,304,21760,9
5058,84,31,304,304,21760,11
5064,88,35,320,320,23808,13
5070,88,35,288,288,23808,12
5076,87,34,320,320,23552,13
5082,81,28,304,304,22016,12
5088,79,26,272,272,21504,8
5094,84,31,304,304,22784,10
5100,85,32,336,336,23040,11
5106,88,35,304,304,23808,11
5112,86,33,304,304,23296,11
5118,81,28,304,304,22016,11
5124,86,33,336,336,23296,11
5130,87,34,336,336,23552,11
5136,88,35,336,336,25344,13
5142,87,34,336,336,26112,12
5148,82,29,288,288,24832,11
5154,82,29,304,304,23808,9
5160,87,34,320,320,26112,12
5166,88,35,320,320,26368,13
5172,88,35,320,320,25344,13
5178,84,31,336,336,25344,13
5184,78,25,304,304,21856,9
5190,82,29,272,272,21248,8
5196,84,31,304,304,22784,10
5202,88,35,304,304,22784,11
5208,88,35,304,304,23808,11
5214,83,30,368,368,25600,11
5220,84,31,304,304,21760,10
5226,86,33,336,336,23296,11
5232,88,35,320,320,23808,11
5238,88,35,336,336,23808,13
5244,85,32,336,336,23040,13
5250,79,26,304,304,21504,9
5256,82,29,272,272,21248,9
5262,85,32,320,320,23040,11
5268,86,33,320,320,23296,12
5274,88,35,320,320,23808,11
5280,83,30,304,304,22528,10
5286,82,29,272,272,22272,10
5292,86,33,304,304,23296,11
5298,84,31,320,320,22784,12
